droga,marca,presentacion,laboratorio,precio
gangliÃ³sidos,,100 mg,Trb-Pharma,78594.0
gangliÃ³sidos,,20 mg,Trb-Pharma,41911.0
ganirelix,,1 x 0.5 ml,,209615.48
gatifloxacina,,5 ml,Elea,3629.68
gatifloxacina,,5 ml,Abbvie,5309.63
gatifloxacina,,5 ml,Elea,4831.52
gatifloxacina,,x 5 ml,Abbvie,6517.52
gatifloxacina,,5 ml,Poen,5087.15
gatifloxacina,,x 5 ml,Sidus,4549.62
"gatifloxacina,",,x 5 ml,Poen,12856.15
"gatifloxacina,",,x 5 ml,Elea,12565.21
"gatifloxacina,",,x 5 ml,Sidus,13268.99
"gatifloxacina,",,6 ml,Abbvie,20324.61
gefitinib,GEFIT,250 mg comp.rec.x 30,Varifarma,4051380.5
gefitinib,,250 mg comp.rec.x 30,,7805874.24
gefitinib,LACAD,250 mg comp.rec.x 30,Kemex,9194385.39
gefitinib,GEFILEV,250 mg comp.rec.x 30,LKM,10324496.0
gefitinib,FITINIR,250 mg comp.rec.x 30,Aspen,13269113.13
gefitinib,,250 mg comp.x 30,,894162.46
gefitinib,IRESSA,250 mg comp.x 30,AstraZeneca,999729.89
gefitinib,BINITIF,250 mg comp.x 30,IMA,10180612.45
gefitinib,GEFINTER,250 mg comp.x 30,Tuteur,14079935.56
gelatina,,500 ml,Fresenius Kabi,89112.17
gelatina,,500 ml,Gobbi,7126.27
gemcitabina,,1 g,Bioprofarma Bag,1369298.03
gemcitabina,,1 g,Richmond,1327117.27
gemcitabina,,1 g,Tuteur,1366468.99
gemcitabina,,1 g,Raffo,3622968.76
gemcitabina,,1 g x,Kemex,1230320.52
gemcitabina,,1000 mg,LKM Onco/Especi,963602.0
gemcitabina,,1000 mg,Eriochem,719373.43
gemcitabina,,1000 mg,,853309.4
gemcitabina,,1000 mg,Varifarma,290773.95
gemcitabina,,1000 1000 mg,,944919.17
gemcitabina,,1000 mg,GP Pharm,1247000.4
gemcitabina,,1000 mg,Aspen,1287778.02
gemcitabina,,1000 mg,Glenmark,1221241.25
gemcitabina,,1000 mg,IMA,1112312.7
gemcitabina,,200 mg,LKM Onco/Especi,162866.0
gemcitabina,,200 mg,Eriochem,154037.28
gemcitabina,,200 mg,,184859.57
gemcitabina,,200 mg,Bioprofarma Bag,301077.6
gemcitabina,,200 mg,Varifarma,61528.83
gemcitabina,,200 mg,Tuteur,263304.1
gemcitabina,,200 mg,GP Pharm,285528.14
gemcitabina,,200 mg,Richmond,288147.53
gemcitabina,,200 mg,Aspen,672820.22
gemcitabina,,200 mg,Raffo,741107.86
gemcitabina,,200 mg,IMA,206755.91
gemcitabina,,200 mg x,Kemex,233827.41
gemfibrozil,GEMFIBROZIL VANNIER,600 600 mg comp.x 30,Vannier,31499.84
gemfibrozil,"GEDUN 31.545,25",600 mg comp.x 30,Duncan,7517.52
gemfibrozil,GEMFI-LIP,600 mg comp.x 30,Lafedar,40755.18
gemfibrozil,"LOPID UD 2.762,92",900 mg comp.x 15,Pfizer,1105.17
gemfibrozil,GEMFI-LIP,900 mg comp.x 30,Lafedar,58328.15
gemfibrozil,"LOPID UD 61.902,65",900 mg comp.x 30,Pfizer,11161.75
gemfibrozil,,"LOPID 600 comp.x 30 51.193,69",Pfizer,8801.34
gemfibrozil,,"LOPID 600 comp.x 60 89.353,54",Pfizer,15361.52
gentamicina,,15 g,Lafedar,3245.97
