debug_generado,droga,marca,presentacion_original,forma,dosis,unidad,cantidad,resto
2026-06-30 06:51:48,claritromicina,CLARIMAX UD 1000,1000 mg comp.rec.AP.x 14,COMPRIMIDOS ACCIÓN PROLONGADA RECUBIERTOS,1000,MG,14,
2026-06-30 06:51:48,claritromicina,CLARIMAX UD 1000,1000 mg comp.rec.AP.x 7,COMPRIMIDOS ACCIÓN PROLONGADA RECUBIERTOS,1000,MG,7,
2026-06-30 06:51:48,claritromicina,CORIXA,125 mg susp.ext.x 60 ml,SUSPENSIÓN,125,MG,,ext
2026-06-30 06:51:48,claritromicina,TUCLARIT,125 mg susp.x 60 ml,SUSPENSIÓN,125,MG,,
2026-06-30 06:51:48,claritromicina,CLARIMAX 125,125 mg susp.x 60 ml,SUSPENSIÓN,125,MG,,
2026-06-30 06:51:48,claritromicina,ISET,125 mg/5 ml jbe.x 60 ml,JARABE,125mg/5ml,MG/ML,,
2026-06-30 06:51:48,claritromicina,KLONACID,125 mg/5 ml jbe.x 60 ml,JARABE,125mg/5ml,MG/ML,,
2026-06-30 06:51:48,claritromicina,QUOTAL,125 mg/5 ml susp.x 70 ml,SUSPENSIÓN,125mg/5ml,MG/ML,,
2026-06-30 06:51:48,claritromicina,CLARIBIOTIC 125,125mg/5ml susp.x 60 ml,SUSPENSIÓN,125mg/5ml,MG/ML,,
2026-06-30 06:51:48,claritromicina,ISET,250 mg comp.x 16,COMPRIMIDOS,250,MG,16,
2026-06-30 06:51:48,claritromicina,CORIXA,250 mg susp.ext.x 60 ml,SUSPENSIÓN,250,MG,,ext
2026-06-30 06:51:48,claritromicina,TUCLARIT,250 mg susp.x 100 ml,SUSPENSIÓN,250,MG,,
2026-06-30 06:51:48,claritromicina,TUCLARIT,250 mg susp.x 60 ml,SUSPENSIÓN,250,MG,,
2026-06-30 06:51:48,claritromicina,CLARIMAX 250,250 mg susp.x 60 ml,SUSPENSIÓN,250,MG,,
2026-06-30 06:51:48,claritromicina,AEROXINA,250 mg susp.x 60 ml,SUSPENSIÓN,250,MG,,
2026-06-30 06:51:48,claritromicina,ISET,250 mg/5 ml jbe.x 100 ml,JARABE,250mg/5ml,MG/ML,,
2026-06-30 06:51:48,claritromicina,ISET,250 mg/5 ml jbe.x 60 ml,JARABE,250mg/5ml,MG/ML,,
2026-06-30 06:51:48,claritromicina,KLONACID,250 mg/5 ml jbe.x 60 ml,JARABE,250mg/5ml,MG/ML,,
2026-06-30 06:51:48,claritromicina,QUOTAL,250 mg/5 ml susp.x 70 ml,SUSPENSIÓN,250mg/5ml,MG/ML,,
2026-06-30 06:51:48,claritromicina,CLARITROMICINA RICHET,250mg/5ml susp.oralx60ml,SUSPENSIÓN,250mg/5ml,MG/ML,,oral
2026-06-30 06:51:48,claritromicina,CLARIBIOTIC 250,250mg/5ml susp.x 60 ml,SUSPENSIÓN,250mg/5ml,MG/ML,,
2026-06-30 06:51:48,claritromicina,CORIXA UD,500 mg comp.lib.modif.x4,COMPRIMIDOS LIBERACIÓN MODIFICADA,500,MG,4,
2026-06-30 06:51:48,claritromicina,CORIXA UD,500 mg comp.lib.modif.x8,COMPRIMIDOS LIBERACIÓN MODIFICADA,500,MG,8,
2026-06-30 06:51:48,claritromicina,CLAROVIL UD,500 mg comp.lib.prol.x 4,COMPRIMIDOS LIBERACIÓN PROLONGADA,500,MG,4,
2026-06-30 06:51:48,claritromicina,CLARIBIOTIC U.D.,500 mg comp.lib.prol.x 4,COMPRIMIDOS LIBERACIÓN PROLONGADA,500,MG,4,
2026-06-30 06:51:48,claritromicina,CLAROVIL UD,500 mg comp.lib.prol.x 8,COMPRIMIDOS LIBERACIÓN PROLONGADA,500,MG,8,
2026-06-30 06:51:48,claritromicina,CLARIBIOTIC U.D.,500 mg comp.lib.prol.x 8,COMPRIMIDOS LIBERACIÓN PROLONGADA,500,MG,8,
2026-06-30 06:51:48,claritromicina,CLARIMAX UD,500 mg comp.rec.AP.x 4,COMPRIMIDOS ACCIÓN PROLONGADA RECUBIERTOS,500,MG,4,
2026-06-30 06:51:48,claritromicina,CLARIMAX UD,500 mg comp.rec.AP.x 8,COMPRIMIDOS ACCIÓN PROLONGADA RECUBIERTOS,500,MG,8,
2026-06-30 06:51:48,claritromicina,AEROXINA U.D.,500 mg comp.rec.x 10,COMPRIMIDOS RECUBIERTOS,500,MG,10,
2026-06-30 06:51:48,claritromicina,SOFERAX,500 mg comp.rec.x 16,COMPRIMIDOS RECUBIERTOS,500,MG,16,
2026-06-30 06:51:48,claritromicina,CLARITROMICINA VANNIER,500 mg comp.rec.x 16,COMPRIMIDOS RECUBIERTOS,500,MG,16,
2026-06-30 06:51:48,claritromicina,CLARIMAX 500,500 mg comp.rec.x 16,COMPRIMIDOS RECUBIERTOS,500,MG,16,
2026-06-30 06:51:48,claritromicina,QUOTAL,500 mg comp.rec.x 16,COMPRIMIDOS RECUBIERTOS,500,MG,16,
2026-06-30 06:51:48,claritromicina,CLAROVIL,500 mg comp.rec.x 16,COMPRIMIDOS RECUBIERTOS,500,MG,16,
2026-06-30 06:51:48,claritromicina,CLARIBIOTIC 500,500 mg comp.rec.x 16,COMPRIMIDOS RECUBIERTOS,500,MG,16,
2026-06-30 06:51:48,claritromicina,AEROXINA U.D.,500 mg comp.rec.x 5,COMPRIMIDOS RECUBIERTOS,500,MG,5,
2026-06-30 06:51:48,claritromicina,CLAROVIL,500 mg comp.rec.x 8,COMPRIMIDOS RECUBIERTOS,500,MG,8,
2026-06-30 06:51:48,claritromicina,CLARIMAX 500,500 mg comp.rec.x 8,COMPRIMIDOS RECUBIERTOS,500,MG,8,
2026-06-30 06:51:48,claritromicina,AEROXINA U.D.,500 mg comp.rec.x 8,COMPRIMIDOS RECUBIERTOS,500,MG,8,
2026-06-30 06:51:48,claritromicina,TUCLARIT,500 mg comp.x 14,COMPRIMIDOS,500,MG,14,
2026-06-30 06:51:48,claritromicina,NEUMODRYL,500 mg comp.x 16,COMPRIMIDOS,500,MG,16,
2026-06-30 06:51:48,claritromicina,MACROMICINA,500 mg comp.x 16,COMPRIMIDOS,500,MG,16,
2026-06-30 06:51:48,claritromicina,CLARITROM,500 mg comp.x 16,COMPRIMIDOS,500,MG,16,
2026-06-30 06:51:48,claritromicina,KLONACID,500 mg comp.x 16,COMPRIMIDOS,500,MG,16,
2026-06-30 06:51:48,claritromicina,CLARITROMICINA RICHET,500 mg comp.x 16,COMPRIMIDOS,500,MG,16,
2026-06-30 06:51:48,claritromicina,CORIXA,500 mg comp.x 16,COMPRIMIDOS,500,MG,16,
2026-06-30 06:51:48,claritromicina,FINASEPT,500 mg comp.x 16,COMPRIMIDOS,500,MG,16,
2026-06-30 06:51:48,claritromicina,CLARITROMICINA FABRA,500 mg comp.x 16,COMPRIMIDOS,500,MG,16,
2026-06-30 06:51:48,claritromicina,ISET,500 mg comp.x 16,COMPRIMIDOS,500,MG,16,
2026-06-30 06:51:48,claritromicina,AEROXINA,500 mg comp.x 16,COMPRIMIDOS,500,MG,16,
2026-06-30 06:51:48,claritromicina,KLARICID,500 mg comp.x 16,COMPRIMIDOS,500,MG,16,
2026-06-30 06:51:48,claritromicina,TUCLARIT,500 mg comp.x 20,COMPRIMIDOS,500,MG,20,
2026-06-30 06:51:48,claritromicina,KAILASA,500 mg comp.x 20,COMPRIMIDOS,500,MG,20,
2026-06-30 06:51:48,claritromicina,ISET U.D.,500 mg comp.x 4,COMPRIMIDOS,500,MG,4,
2026-06-30 06:51:48,claritromicina,CLARITROMICINA RICHET,500 mg comp.x 8,COMPRIMIDOS,500,MG,8,
2026-06-30 06:51:48,claritromicina,ISET U.D.,500 mg comp.x 8,COMPRIMIDOS,500,MG,8,
2026-06-30 06:51:48,claritromicina,CORIXA,500 mg comp.x 8,COMPRIMIDOS,500,MG,8,
2026-06-30 06:51:48,claritromicina,KLARICID,500 mg comp.x 8,COMPRIMIDOS,500,MG,8,
2026-06-30 06:51:48,claritromicina,CLARITROMICINA RICHET,500 mg IV iny.f.a.,INYECTABLE INTRAVENOSO,500,MG,,iny.f.a
2026-06-30 06:51:48,claritromicina,QUOTAL UD,comp.rec.acc.prol.x 4,COMPRIMIDOS ACCIÓN PROLONGADA RECUBIERTOS,,,4,
2026-06-30 06:51:48,claritromicina,QUOTAL UD,comp.rec.acc.prol.x 8,COMPRIMIDOS ACCIÓN PROLONGADA RECUBIERTOS,,,8,
2026-06-30 06:51:48,claritromicina,KLARICID UD,comp.x 5,COMPRIMIDOS,,,5,
2026-06-30 06:51:48,claritromicina,KLARICID UD,comp.x 8,COMPRIMIDOS,,,8,
2026-06-30 06:51:48,claritromicina,KLARICID FORTE,jbe.x 60 ml,JARABE,,,,
2026-06-30 06:51:48,"claritromicina, ambroxol",ISET RESPIRATORIO,250/15 mg susp.x 70 ml,SUSPENSIÓN,250/15,MG,,
2026-06-30 06:51:48,"claritromicina, ambroxol",QUOTAL MUC,250mg/60ml susp. x70 ml,SUSPENSIÓN,250mg/60ml,MG/ML,,
2026-06-30 06:51:48,"claritromicina, ambroxol",QUOTAL MUC,500/60 mg comp.rec.x 16,COMPRIMIDOS RECUBIERTOS,500/60,MG,16,
2026-06-30 06:51:48,"claritromicina, ambroxol",ISET RESPIRATORIO,500/60 mg comp.x 16,COMPRIMIDOS,500/60,MG,16,
2026-06-30 06:51:48,"clebopride, simeticona, asoc.",EUDON,comp.rec.x 30,COMPRIMIDOS RECUBIERTOS,,,30,
2026-06-30 06:51:48,"clebopride, simeticona, asoc.",EUDON,comp.rec.x 60,COMPRIMIDOS RECUBIERTOS,,,60,
2026-06-30 06:51:48,clenbuterol,OXIBRON,comp.x 20,COMPRIMIDOS,,,20,
2026-06-30 06:51:48,clenbuterol,BRONQ C,comp.x 30,COMPRIMIDOS,,,30,
2026-06-30 06:51:48,clenbuterol,BRONQ C,jbe.x 100 ml,JARABE,,,,
2026-06-30 06:51:48,clindamicina,TORGYN,100 mg ov.vag.x 3,ÓVULOS VAGINALES,100,MG,3,
2026-06-30 06:51:48,clindamicina,TORGYN,100 mg ov.vag.x 7,ÓVULOS VAGINALES,100,MG,7,
2026-06-30 06:51:48,clindamicina,DEXACNE,300 mg cáps.x 16,CÁPSULAS,300,MG,16,
2026-06-30 06:51:48,clindamicina,CLINDAMICINA RICHET,300 mg cáps.x 16,CÁPSULAS,300,MG,16,
2026-06-30 06:51:48,clindamicina,MIDILINA,300 mg cáps.x 16,CÁPSULAS,300,MG,16,
2026-06-30 06:51:48,clindamicina,MICROBION,300 mg cáps.x 16,CÁPSULAS,300,MG,16,
2026-06-30 06:51:48,clindamicina,RESBIOTIC,300 mg cáps.x 16,CÁPSULAS,300,MG,16,
2026-06-30 06:51:48,clindamicina,CLINDALAF,300 mg cáps.x 16,CÁPSULAS,300,MG,16,
2026-06-30 06:51:48,clindamicina,DALACIN C 300,300 mg cáps.x 16,CÁPSULAS,300,MG,16,
2026-06-30 06:51:48,clindamicina,RESBIOTIC,300 mg cáps.x 24,CÁPSULAS,300,MG,24,
2026-06-30 06:51:48,clindamicina,CLINDAMICINA FABRA,600 mg a.x 1,AMPOLLA,600,MG,1,
2026-06-30 06:51:48,clindamicina,CLINDALAF,600 mg a.x 1,AMPOLLA,600,MG,1,
2026-06-30 06:51:48,clindamicina,CLINDANOVAG,600 mg a.x 50 x 4 ml,AMPOLLA,600,MG,50,
2026-06-30 06:51:48,clindamicina,MICROBION,75mg pvo.p/sol.o x100ml,POLVO,75,MG,,p/sol.o
2026-06-30 06:51:48,clindamicina,CLIDAN 300,cáps. x 16,CÁPSULAS,,,16,
2026-06-30 06:51:48,clindamicina,CLIDAN,gel dérm.x 15 g,GEL,,,,dérm
2026-06-30 06:51:48,clindamicina,DEXACNE,gel x 30 g,GEL,,,,
2026-06-30 06:51:48,clindamicina,CLINDACIN,sol.x 50 ml,SOLUCIÓN,,,,
2026-06-30 06:51:48,clindamicina,CLINDOPAX,toallitas epiderm.x 30,TOALLITAS,,,30,epiderm
2026-06-30 06:51:48,clindamicina,RESBIOTIC PEDIATRICO,X100 ml gran. p/solucion,GRÁNULOS,,,,p/solucion
2026-06-30 06:51:48,"clindamicina, benzoílo, peróxido",PERCLIN,cr.x 30 g,CREMA,,,,
2026-06-30 06:51:48,"clindamicina, benzoílo,peróxid cp acne duo multidosis",GEL DOSIF. SIMULT. X,30g,,30,G,,
2026-06-30 06:51:48,"clindamicina, benzoílo,peróxid duo clindacin",GEL X,20 g,,20,G,,
2026-06-30 06:51:48,"clindamicina, benzoílo,peróxid peroxiclin duo",GEL X,30 g,,30,G,,
2026-06-30 06:51:48,"clindamicina, benzoílo,peróxid clidan b",GEL X,30 g,,30,G,,
2026-06-30 06:51:48,"clindamicina, benzoílo,peróxid clindacur uno",GEL X,30 g,,30,G,,
2026-06-30 06:51:48,"clindamicina, benzoílo, peróxido",CP ACNE DUO,pomo x12.5g +pote x12.5g,POMO,,,,pote
2026-06-30 06:51:48,"clindamicina, benzoílo,peróxid",CP ACNE DUO PAK,sob.x 30,SOBRES,,,30,
2026-06-30 06:51:48,"clindamicina, ketoconazol",FANGAN DUO,400/100 mg ov.x 7,ÓVULOS,400/100,MG,7,
2026-06-30 06:51:48,"clindamicina, ketoconazol",OVUMIX MAX,cáps.bl.vag.x 7,VAGINAL,,,7,
2026-06-30 06:51:48,"clindamicina, ketoconazol",TORGYN DUO,caps.bland.vag.x 7,CÁPSULAS,,,7,bland.vag
2026-06-30 06:51:48,"clindamicina, ketoconazol",COLPOSAN,comp.vag.x 7,COMPRIMIDOS VAGINALES,,,7,
2026-06-30 06:51:48,"clindamicina, ketoconazol",FRONT 2,ov.x 7,ÓVULOS,,,7,
2026-06-30 06:51:48,"clindamicina, ketoconazol",GINCLIN,ov.x 7,ÓVULOS,,,7,
2026-06-30 06:51:48,"clindamicina, xylitol, niacina",CLIDAN LOCION,loc.x 100 ml,LOCIÓN,,,,
2026-06-30 06:51:48,clobazam,BAZAM,10 mg comp.x 60,COMPRIMIDOS,10,MG,60,
2026-06-30 06:51:48,clobazam,KARIDIUM,10 mg comp.x 60,COMPRIMIDOS,10,MG,60,
2026-06-30 06:51:48,clobazam,KARIDIUM,20 mg comp.x 60,COMPRIMIDOS,20,MG,60,
2026-06-30 06:51:48,clobetasol,DERMACLOB,0.05% cr.x 15 g,CREMA,0.05,%,,
2026-06-30 06:51:48,clobetasol,PERFRACORT,0.05% cr.x 30 g,CREMA,0.05,%,,
2026-06-30 06:51:48,clobetasol,RIBATRA,0.05% cr.x 30 g,CREMA,0.05,%,,
2026-06-30 06:51:48,clobetasol,RIBATRA,0.05% cr.x 50 g,CREMA,0.05,%,,
2026-06-30 06:51:48,clobetasol,RIBATRA,0.05% loc.x 30 ml,LOCIÓN,0.05,%,,
2026-06-30 06:51:48,clobetasol,CLOB-X SHAMPOO,0.05% sh.x 125 ml,SHAMPOO,0.05,%,,
2026-06-30 06:51:48,clobetasol,RIBATRA,0.05% shampoo x 150 ml,SHAMPOO,0.05,%,,
2026-06-30 06:51:48,clobetasol,PERFRACORT,0.05% ung.x 30 g,UNGÜENTO,0.05,%,,
2026-06-30 06:51:48,clobetasol,RIBATRA,0.05% ung.x 30 g,UNGÜENTO,0.05,%,,
2026-06-30 06:51:48,clobetasol,DERMADEX,cr.x 15 g,CREMA,,,,
2026-06-30 06:51:48,clobetasol,CLOBEFAR CREMA,cr.x 20 g,CREMA,,,,
2026-06-30 06:51:48,clobetasol,CANTRIL,cr.x 20 g,CREMA,,,,
2026-06-30 06:51:48,clobetasol,CLOBESOL,cr.x 20 g,CREMA,,,,
2026-06-30 06:51:48,clobetasol,SALAC,cr.x 20 g,CREMA,,,,
2026-06-30 06:51:48,clobetasol,KLOMADEX,cr.x 30 g,CREMA,,,,
2026-06-30 06:51:48,clobetasol,DERMEXANE,cr.x 30 g,CREMA,,,,
2026-06-30 06:51:48,clobetasol,SALVICUTAN,cr.x 30 g,CREMA,,,,
2026-06-30 06:51:48,clobetasol,CLOBESOL,cr.x 30 g,CREMA,,,,
2026-06-30 06:51:48,clobetasol,SALAC,cr.x 30 g,CREMA,,,,
2026-06-30 06:51:48,clobetasol,PROAVENAL C,cr.x 30 g,CREMA,,,,
2026-06-30 06:51:48,clobetasol,DERMADEX,cr.x 30 g,CREMA,,,,
2026-06-30 06:51:48,clobetasol,PROAVENAL C,cr.x 60 g,CREMA,,,,
2026-06-30 06:51:48,clobetasol,SALAC,esp.x 60 g,ESPUMA,,,,
2026-06-30 06:51:48,clobetasol,CLOBESOL,espuma x 100 g,ESPUMA,,,,
2026-06-30 06:51:48,clobetasol,DERMEXANE,espuma x 60 g,ESPUMA,,,,
2026-06-30 06:51:48,clobetasol,CANTRIL,loc.x 30 ml,LOCIÓN,,,,
2026-06-30 06:51:48,clobetasol,CLOBESOL,loc.x 30 ml,LOCIÓN,,,,
2026-06-30 06:51:48,clobetasol,DERMEXANE CAPILAR,loc.x 30 ml,LOCIÓN,,,,
2026-06-30 06:51:48,clobetasol,DERMADEX CAPILAR,loc.x 30 ml,LOCIÓN,,,,
2026-06-30 06:51:48,clobetasol,SALAC,loc.x 40 ml,LOCIÓN,,,,
2026-06-30 06:51:48,clobetasol,DERMEXANE CHAMPU,pomo x 100 g,POMO,,,,
2026-06-30 06:51:48,clobetasol,SALAC,shamp.x 140 ml,CHAMPÚ,,,,
2026-06-30 06:51:48,clobetasol,CLOBESOL,ung.x 15 g,UNGÜENTO,,,,
2026-06-30 06:51:48,clobetasol,DERMADEX,ung.x 15 g,UNGÜENTO,,,,
2026-06-30 06:51:48,clobetasol,CLOBEFAR UNGUENTO,ung.x 20 g,UNGÜENTO,,,,
2026-06-30 06:51:48,clobetasol,CANTRIL,ung.x 20 g,UNGÜENTO,,,,
2026-06-30 06:51:48,clobetasol,SALAC,ung.x 20 g,UNGÜENTO,,,,
2026-06-30 06:51:48,clobetasol,DERMEXANE,ung.x 30 g,UNGÜENTO,,,,
2026-06-30 06:51:48,clobetasol,DERMADEX,ung.x 30 g,UNGÜENTO,,,,
2026-06-30 06:51:48,clofarabina,LUVUDEN,20 mg f.a.x 1,FRASCO AMPOLLA,20,MG,1,
2026-06-30 06:51:48,clofarabina,CLOFICRIS,20 mg f.a.x 1 x 20 ml,FRASCO AMPOLLA,20,MG,1,
2026-06-30 06:51:48,clofarabina,CISTADINE,20 mg f.a.x 20 ml,FRASCO AMPOLLA,20,MG,,
2026-06-30 06:51:48,clofarabina,LUVUDEN,20 mg f.a.x 4,FRASCO AMPOLLA,20,MG,4,
2026-06-30 06:51:48,"clofedianol, bromhexina",UNITOS,Ad.jbe.x 100 ml,JARABE,,,,
2026-06-30 06:51:48,"clofedianol, bromhexina",COFRON,Ad.jbe.x 100 ml,JARABE,,,,
2026-06-30 06:51:48,"clofedianol, bromhexina",PECTORAL HEBERT PEDIATRIC,jbe.x 100 ml,JARABE,,,,
2026-06-30 06:51:48,"clofedianol, bromhexina",PECTORAL HEBERT N.F.,jbe.x 100 ml,JARABE,,,,
2026-06-30 06:51:48,"clofedianol, bromhexina",UNITOS,Ped.jbe.x 100 ml,JARABE,,,,
2026-06-30 06:51:48,"clofedianol, bromhexina",COFRON,Ped.jbe.x 100 ml,JARABE,,,,
2026-06-30 06:51:48,clofibrato,CLOFIBRATE MAGNESICO CHOB,comp.x 50,COMPRIMIDOS,,,50,
2026-06-30 06:51:48,"clomifeno,citrato",TOCOFENO,50 mg comp.x 20,COMPRIMIDOS,50,MG,20,
2026-06-30 06:51:48,"clomifeno,citrato",CLOMIFEM,comp.x 10,COMPRIMIDOS,,,10,
2026-06-30 06:51:48,"clomifeno,citrato",CLOMIFEM,comp.x 20,COMPRIMIDOS,,,20,
2026-06-30 06:51:48,"clomifeno,citrato",GENOZYM,comp.x 20,COMPRIMIDOS,,,20,
2026-06-30 06:51:48,"clomifeno,citrato",GENOZYM,comp.x 60,COMPRIMIDOS,,,60,
2026-06-30 06:51:48,clomipramina,ANAFRANIL 75 DIVITABS,75 mg comp.rec.x 20,COMPRIMIDOS RECUBIERTOS,75,MG,20,
2026-06-30 06:51:48,clomipramina,CLOMISAL DIVIDOSIS,comp.ran.divids.x 20,COMPRIMIDOS RANURADOS DIVISIBLES,,,20,
2026-06-30 06:51:48,clomipramina,CLOMISAL DIVIDOSIS,comp.ran.divids.x 30,COMPRIMIDOS RANURADOS DIVISIBLES,,,30,
2026-06-30 06:51:48,clomipramina,ANAFRANIL,grag.x 30,GRAGEAS,,,30,
2026-06-30 06:51:48,clonazepam,QUAZEMIC SL,0.25 mg comp.subl. x 30,COMPRIMIDOS SUBLINGUALES,0.25,MG,30,
2026-06-30 06:51:48,clonazepam,CLONAGIN SL,0.25 mg comp.subl.x 15,COMPRIMIDOS SUBLINGUALES,0.25,MG,15,
2026-06-30 06:51:48,clonazepam,CLONAX RAPID,0.25 mg comp.subl.x 30,COMPRIMIDOS SUBLINGUALES,0.25,MG,30,
2026-06-30 06:51:48,clonazepam,DIOCAM SL,0.25 mg comp.subl.x 30,COMPRIMIDOS SUBLINGUALES,0.25,MG,30,
2026-06-30 06:51:48,clonazepam,CLONAGIN SL,0.25 mg comp.subl.x 30,COMPRIMIDOS SUBLINGUALES,0.25,MG,30,
2026-06-30 06:51:48,clonazepam,INDUZEPAM,0.25 mg comp.x 30,COMPRIMIDOS,0.25,MG,30,
2026-06-30 06:51:48,clonazepam,NEURYL,0.25 mg comp.x 50,COMPRIMIDOS,0.25,MG,50,
2026-06-30 06:51:48,clonazepam,QUAZEMIC,0.25 mg comp.x 60,COMPRIMIDOS,0.25,MG,60,
2026-06-30 06:51:48,clonazepam,CLONAGIN 0.25,0.25 mg comp.x 60,COMPRIMIDOS,0.25,MG,60,
2026-06-30 06:51:48,clonazepam,RIBOCLER 0.5 MG,0.5 mg comp.birran.x 30,COMPRIMIDOS BIRRANURADOS,0.5,MG,30,
2026-06-30 06:51:48,clonazepam,RIBOCLER 0.5 MG,0.5 mg comp.birran.x 50,COMPRIMIDOS BIRRANURADOS,0.5,MG,50,
2026-06-30 06:51:48,clonazepam,CLONAZEPAM ROSPAW,0.5 mg comp.birranur.x30,COMPRIMIDOS BIRRANURADOS,0.5,MG,30,
2026-06-30 06:51:48,clonazepam,CLONAZEPAM ROSPAW,0.5 mg comp.birranur.x60,COMPRIMIDOS BIRRANURADOS,0.5,MG,60,
2026-06-30 06:51:48,clonazepam,RIUCLONAZ,0.5 mg comp.ran.x 30,COMPRIMIDOS RANURADOS,0.5,MG,30,
2026-06-30 06:51:48,clonazepam,RIUCLONAZ,0.5 mg comp.ran.x 60,COMPRIMIDOS RANURADOS,0.5,MG,60,
2026-06-30 06:51:48,clonazepam,LEPTIC,0.5 mg comp.x 10,COMPRIMIDOS,0.5,MG,10,
2026-06-30 06:51:48,clonazepam,NAZEPAMCLO,0.5 mg comp.x 30,COMPRIMIDOS,0.5,MG,30,
2026-06-30 06:51:48,clonazepam,CLONER,0.5 mg comp.x 30,COMPRIMIDOS,0.5,MG,30,
2026-06-30 06:51:48,clonazepam,CLONAX,0.5 mg comp.x 30,COMPRIMIDOS,0.5,MG,30,
2026-06-30 06:51:48,clonazepam,LEPTIC,0.5 mg comp.x 30,COMPRIMIDOS,0.5,MG,30,
2026-06-30 06:51:48,clonazepam,SOLFIDIN,0.5 mg comp.x 30,COMPRIMIDOS,0.5,MG,30,
2026-06-30 06:51:48,clonazepam,DIOCAM,0.5 mg comp.x 30,COMPRIMIDOS,0.5,MG,30,
2026-06-30 06:51:48,clonazepam,QUAZEMIC,0.5 mg comp.x 30,COMPRIMIDOS,0.5,MG,30,
2026-06-30 06:51:48,clonazepam,SOLFIDIN FLASH,0.5 mg comp.x 30,COMPRIMIDOS,0.5,MG,30,
2026-06-30 06:51:48,clonazepam,NEURYL,0.5 mg comp.x 30,COMPRIMIDOS,0.5,MG,30,
2026-06-30 06:51:48,clonazepam,CLONAGIN 0.5,0.5 mg comp.x 30,COMPRIMIDOS,0.5,MG,30,
2026-06-30 06:51:48,clonazepam,RIVOTRIL,0.5 mg comp.x 30,COMPRIMIDOS,0.5,MG,30,
2026-06-30 06:51:48,clonazepam,CLONER,0.5 mg comp.x 50,COMPRIMIDOS,0.5,MG,50,
2026-06-30 06:51:48,clonazepam,LEPTIC,0.5 mg comp.x 50,COMPRIMIDOS,0.5,MG,50,
2026-06-30 06:51:48,clonazepam,DIOCAM,0.5 mg comp.x 50,COMPRIMIDOS,0.5,MG,50,
2026-06-30 06:51:48,clonazepam,CLONAX,0.5 mg comp.x 50,COMPRIMIDOS,0.5,MG,50,
2026-06-30 06:51:48,clonazepam,NEURYL,0.5 mg comp.x 50,COMPRIMIDOS,0.5,MG,50,
2026-06-30 06:51:48,clonazepam,CLONAGIN 0.5,0.5 mg comp.x 50,COMPRIMIDOS,0.5,MG,50,
2026-06-30 06:51:48,clonazepam,RIVOTRIL,0.5 mg comp.x 50,COMPRIMIDOS,0.5,MG,50,
2026-06-30 06:51:48,clonazepam,NAZEPAMCLO,0.5 mg comp.x 60,COMPRIMIDOS,0.5,MG,60,
2026-06-30 06:51:48,clonazepam,CLONAZEPAM DENVER FARMA,0.5 mg comp.x 60,COMPRIMIDOS,0.5,MG,60,
2026-06-30 06:51:48,clonazepam,DIOCAM,0.5 mg comp.x 60,COMPRIMIDOS,0.5,MG,60,
2026-06-30 06:51:48,clonazepam,LEPTIC,0.5 mg comp.x 60,COMPRIMIDOS,0.5,MG,60,
2026-06-30 06:51:48,clonazepam,QUAZEMIC,0.5 mg comp.x 60,COMPRIMIDOS,0.5,MG,60,
2026-06-30 06:51:48,clonazepam,NEURYL,0.5 mg comp.x 60,COMPRIMIDOS,0.5,MG,60,
2026-06-30 06:51:48,clonazepam,CLONAGIN 0.5,0.5 mg comp.x 60,COMPRIMIDOS,0.5,MG,60,
2026-06-30 06:51:48,clonazepam,RIVOTRIL,0.5 mg comp.x 60,COMPRIMIDOS,0.5,MG,60,
2026-06-30 06:51:48,clonazepam,SOLFIDIN FLASH,0.5 mg comp.x 60,COMPRIMIDOS,0.5,MG,60,
2026-06-30 06:51:48,clonazepam,INDUZEPAM,0.50 mg comp.x 30,COMPRIMIDOS,0.50,MG,30,
2026-06-30 06:51:48,clonazepam,INDUZEPAM,0.50 mg comp.x 50,COMPRIMIDOS,0.50,MG,50,
2026-06-30 06:51:48,clonazepam,CLONAZEPAM ROSPAW,1 mg comp.birranur.x 30,COMPRIMIDOS BIRRANURADOS,1,MG,30,
2026-06-30 06:51:48,clonazepam,CLONAZEPAM ROSPAW,1 mg comp.birranur.x 60,COMPRIMIDOS BIRRANURADOS,1,MG,60,
2026-06-30 06:51:48,clonazepam,NAZEPAMCLO,1 mg comp.x 30,COMPRIMIDOS,1,MG,30,
2026-06-30 06:51:48,clonazepam,DIOCAM,1 mg comp.x 30,COMPRIMIDOS,1,MG,30,
2026-06-30 06:51:48,clonazepam,CLONAX,1 mg comp.x 30,COMPRIMIDOS,1,MG,30,
2026-06-30 06:51:48,clonazepam,QUAZEMIC,1 mg comp.x 30,COMPRIMIDOS,1,MG,30,
2026-06-30 06:51:48,clonazepam,CLONAGIN 1,1 mg comp.x 30,COMPRIMIDOS,1,MG,30,
2026-06-30 06:51:48,clonazepam,DIOCAM,1 mg comp.x 50,COMPRIMIDOS,1,MG,50,
2026-06-30 06:51:48,clonazepam,NEURYL,1 mg comp.x 50,COMPRIMIDOS,1,MG,50,
2026-06-30 06:51:48,clonazepam,CLONAX,1 mg comp.x 50,COMPRIMIDOS,1,MG,50,
2026-06-30 06:51:48,clonazepam,NAZEPAMCLO,1 mg comp.x 60,COMPRIMIDOS,1,MG,60,
2026-06-30 06:51:48,clonazepam,DIOCAM,1 mg comp.x 60,COMPRIMIDOS,1,MG,60,
